task_id,category,hardware,model,backend,run_index,raw_output,latency_s,input_tokens,output_tokens,tokens_per_second,peak_memory_mb,error,timestamp,correct,score_reason,parsed_calls,gold_calls,failure_type
parallel_118,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""six_months""}}
</tool_call>
<tool_call>
{""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""year""}}
</tool_call>
<tool_call>
{""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""five_years""}}
</tool_call>",71.56044942100016,250,107,1.4952393517053533,13222.62744140625,,2026-04-28T23:20:46.592416,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""six_months""}}, {""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""year""}}, {""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": ""Amazon rainforest"", ""time_frame"": ""five_years""}}]","[{""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": [""Amazon rainforest""], ""time_frame"": [""six_months""]}}, {""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": [""Amazon rainforest""], ""time_frame"": [""year""]}}, {""name"": ""ecology_data.precipitation_stats"", ""arguments"": {""location"": [""Amazon rainforest""], ""time_frame"": [""five_years""]}}]",correct
parallel_105,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 300, ""volume"": 2.5, ""gas"": ""air""}}
</tool_call>
<tool_call>
{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 350, ""volume"": 2.5, ""gas"": ""air""}}
</tool_call>
<tool_call>
{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 350, ""volume"": 1.5, ""gas"": ""air""}}
</tool_call>",74.8000247660002,326,111,1.483956727918815,13227.00537109375,,2026-04-28T23:21:58.155725,False,"argument_mismatch: Argument mismatch for 'temp': predicted 350, gold [300].","[{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 300, ""volume"": 2.5, ""gas"": ""air""}}, {""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 350, ""volume"": 2.5, ""gas"": ""air""}}, {""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": 350, ""volume"": 1.5, ""gas"": ""air""}}]","[{""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": [300], ""volume"": [2.5], ""gas"": [""air"", """"]}}, {""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": [350], ""volume"": [2.5], ""gas"": [""air"", """"]}}, {""name"": ""calc_heat_capacity"", ""arguments"": {""temp"": [300], ""volume"": [1.5], ""gas"": [""air"", """"]}}]",argument_mismatch
parallel_171,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 1000000, ""shareholder_equity"": 5000000, ""dividends_paid"": 200000}}
</tool_call>
<tool_call>
{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 2000000, ""shareholder_equity"": 10000000}}
</tool_call>",71.11220838200006,353,105,1.4765397164430858,13228.15478515625,,2026-04-28T23:23:12.959628,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 1000000, ""shareholder_equity"": 5000000, ""dividends_paid"": 200000}}, {""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 2000000, ""shareholder_equity"": 10000000}}]","[{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": [1000000], ""shareholder_equity"": [5000000], ""dividends_paid"": [200000]}}, {""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": [2000000], ""shareholder_equity"": [10000000], ""dividends_paid"": [0, """"]}}]",correct
parallel_44,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""concert.find_nearby"", ""arguments"": {""location"": ""Berlin"", ""date"": ""next Friday"", ""genre"": ""Classical"", ""amenities"": [""Parking""]}}
</tool_call>
<tool_call>
{""name"": ""concert.find_nearby"", ""arguments"": {""location"": ""Paris"", ""date"": ""next Friday"", ""genre"": ""Classical"", ""amenities"": [""Parking""]}}
</tool_call>",59.300050376999934,318,88,1.4839785032312822,13225.30908203125,,2026-04-28T23:24:24.074875,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""concert.find_nearby"", ""arguments"": {""location"": ""Berlin"", ""date"": ""next Friday"", ""genre"": ""Classical"", ""amenities"": [""Parking""]}}, {""name"": ""concert.find_nearby"", ""arguments"": {""location"": ""Paris"", ""date"": ""next Friday"", ""genre"": ""Classical"", ""amenities"": [""Parking""]}}]","[{""name"": ""concert.find_nearby"", ""arguments"": {""location"": [""Berlin""], ""date"": [""next Friday""], ""genre"": [""Classical"", ""classical""], ""amenities"": [[""Parking""], """"]}}, {""name"": ""concert.find_nearby"", ""arguments"": {""location"": [""Paris""], ""date"": [""next Friday""], ""genre"": [""Classical"", ""classical""], ""amenities"": [[""Parking""], """"]}}]",correct
parallel_110,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""ATP"", ""organelle"": ""mitochondria"", ""specific_function"": true}}
</tool_call>
<tool_call>
{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""DNA"", ""organelle"": ""nucleus"", ""specific_function"": true}}
</tool_call>",54.26926321299925,298,81,1.4925575768752628,13223.83154296875,,2026-04-28T23:25:23.379139,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""ATP"", ""organelle"": ""mitochondria"", ""specific_function"": true}}, {""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""DNA"", ""organelle"": ""nucleus"", ""specific_function"": true}}]","[{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": [""ATP""], ""organelle"": [""mitochondria""], ""specific_function"": [true]}}, {""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": [""DNA""], ""organelle"": [""nucleus""], ""specific_function"": [true]}}]",correct
parallel_153,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": ""dataset1"", ""max_depth"": 10, ""n_estimators"": 100}}
</tool_call>
<tool_call>
{""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": ""dataset2"", ""max_depth"": 20, ""n_estimators"": 200}}
</tool_call>",55.27478173199961,344,82,1.483497490728736,13226.40380859375,,2026-04-28T23:26:17.652155,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": ""dataset1"", ""max_depth"": 10, ""n_estimators"": 100}}, {""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": ""dataset2"", ""max_depth"": 20, ""n_estimators"": 200}}]","[{""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": [""dataset1""], ""max_depth"": [10], ""n_estimators"": [100]}}, {""name"": ""train_random_forest_classifier"", ""arguments"": {""dataset"": [""dataset2""], ""max_depth"": [20], ""n_estimators"": [200]}}]",correct
parallel_8,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""New York City"", ""type"": ""city"", ""year"": 2000}}
</tool_call>
<tool_call>
{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""Los Angeles"", ""type"": ""city"", ""year"": 2000}}
</tool_call>
<tool_call>
{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""Alaska"", ""type"": ""state"", ""year"": 2000}}
</tool_call>
<tool_call>
{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""USA"", ""type"": ""country"", ""year"": 2000}}
</tool_call>",108.14323187199989,258,160,1.479519311845411,13225.96533203125,,2026-04-28T23:27:12.929941,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""New York City"", ""type"": ""city"", ""year"": 2000}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""Los Angeles"", ""type"": ""city"", ""year"": 2000}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""Alaska"", ""type"": ""state"", ""year"": 2000}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": ""USA"", ""type"": ""country"", ""year"": 2000}}]","[{""name"": ""database_us_census.get_population"", ""arguments"": {""area"": [""New York City"", ""NY"", ""New York City, NY"", ""NYC""], ""type"": [""city""], ""year"": ["""", 2000]}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": [""Los Angeles"", ""Los Angeles, CA"", ""CA"", ""Los Angeles, CA""], ""type"": [""city""], ""year"": ["""", 2000]}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": [""Alaska""], ""type"": [""state""], ""year"": ["""", 2000]}}, {""name"": ""database_us_census.get_population"", ""arguments"": {""area"": [""USA"", ""United States"", ""United States of America""], ""type"": [""country""], ""year"": ["""", 2000]}}]",correct
parallel_123,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": 500, ""preferences"": [""A""]}}
</tool_call>
<tool_call>
{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": 500, ""preferences"": [""T""]}}
</tool_call>
<tool_call>
{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": 500, ""preferences"": [""C""]}}
</tool_call>
<tool_call>
{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": 500, ""preferences"": [""G""]}}
</tool_call>",83.1522609980002,298,124,1.4912402682950758,13226.18408203125,,2026-04-28T23:29:01.076747,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": 500, ""preferences"": [""A""]}}, {""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": 500, ""preferences"": [""T""]}}, {""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": 500, ""preferences"": [""C""]}}, {""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": 500, ""preferences"": [""G""]}}]","[{""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": [500], ""preferences"": [[""A""]]}}, {""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": [500], ""preferences"": [[""T""]]}}, {""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": [500], ""preferences"": [[""C""]]}}, {""name"": ""generate_DNA_sequence"", ""arguments"": {""length"": [500], ""preferences"": [[""G""]]}}]",correct
parallel_163,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": 10, ""num_success"": 6, ""prob_success"": 0.6}}
</tool_call>
<tool_call>
{""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": 10, ""num_success"": 6, ""prob_success"": 0.5}}
</tool_call>
<tool_call>
{""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": 15, ""num_success"": 6, ""prob_success"": 0.5}}
</tool_call>",80.34265718999995,367,120,1.4936025792153673,13229.74072265625,,2026-04-28T23:30:24.231730,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": 10, ""num_success"": 6, ""prob_success"": 0.6}}, {""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": 10, ""num_success"": 6, ""prob_success"": 0.5}}, {""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": 15, ""num_success"": 6, ""prob_success"": 0.5}}]","[{""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": [10], ""num_success"": [6], ""prob_success"": [0.6]}}, {""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": [10], ""num_success"": [6], ""prob_success"": [0.5]}}, {""name"": ""calc_binomial_prob"", ""arguments"": {""num_trials"": [15], ""num_success"": [6], ""prob_success"": [0.5]}}]",correct
parallel_83,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": 0, ""acceleration"": 5, ""time"": 10}}
</tool_call>
<tool_call>
{""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": 10, ""acceleration"": 7, ""time"": 8}}
</tool_call>
<tool_call>
{""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": 20, ""acceleration"": 4, ""time"": 12}}
</tool_call>",70.88342850200024,367,106,1.4954129934193126,13228.97509765625,,2026-04-28T23:31:44.577720,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": 0, ""acceleration"": 5, ""time"": 10}}, {""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": 10, ""acceleration"": 7, ""time"": 8}}, {""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": 20, ""acceleration"": 4, ""time"": 12}}]","[{""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": [0], ""acceleration"": [5], ""time"": [10]}}, {""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": [10], ""acceleration"": [7], ""time"": [8]}}, {""name"": ""final_velocity"", ""arguments"": {""initial_velocity"": [20], ""acceleration"": [4], ""time"": [12]}}]",correct
parallel_12,parallel,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": ""gini"", ""max_depth"": 5, ""random_state"": 1}}
</tool_call>
<tool_call>
{""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": ""entropy"", ""max_depth"": 10, ""random_state"": 1}}
</tool_call>",52.881058929000574,296,78,1.4750082842464396,13223.55810546875,,2026-04-28T23:32:55.464791,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": ""gini"", ""max_depth"": 5, ""random_state"": 1}}, {""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": ""entropy"", ""max_depth"": 10, ""random_state"": 1}}]","[{""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": [""gini""], ""max_depth"": [5], ""random_state"": [1]}}, {""name"": ""model.DecisionTreeClassifier"", ""arguments"": {""criterion"": [""entropy""], ""max_depth"": [10], ""random_state"": [1]}}]",correct
parallel_multiple_159,parallel_multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 2000000, ""shareholder_equity"": 10000000, ""dividends_paid"": 500000}}
</tool_call>
<tool_call>
{""name"": ""get_song_lyrics"", ""arguments"": {""song_title"": ""Bohemian Rhapsody"", ""artist_name"": ""Queen"", ""lang"": ""English""}}
</tool_call>
<tool_call>
{""name"": ""law_case_search.find_historical"", ""arguments"": {""subject"": ""fraud"", ""from_year"": 1990, ""to_year"": 2000}}
</tool_call>
<tool_call>
{""name"": ""public_library.find_nearby"", ""arguments"": {""location"": ""Boston, MA"", ""facilities"": [""Reading Room"", ""Wi-Fi""]}}
</tool_call>",124.81039208999937,841,184,1.474236214780254,13259.17822265625,,2026-04-28T23:33:48.348778,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": 2000000, ""shareholder_equity"": 10000000, ""dividends_paid"": 500000}}, {""name"": ""get_song_lyrics"", ""arguments"": {""song_title"": ""Bohemian Rhapsody"", ""artist_name"": ""Queen"", ""lang"": ""English""}}, {""name"": ""law_case_search.find_historical"", ""arguments"": {""subject"": ""fraud"", ""from_year"": 1990, ""to_year"": 2000}}, {""name"": ""public_library.find_nearby"", ""arguments"": {""location"": ""Boston, MA"", ""facilities"": [""Reading Room"", ""Wi-Fi""]}}]","[{""name"": ""calculate_return_on_equity"", ""arguments"": {""net_income"": [2000000], ""shareholder_equity"": [10000000], ""dividends_paid"": [500000]}}, {""name"": ""get_song_lyrics"", ""arguments"": {""song_title"": [""Bohemian Rhapsody""], ""artist_name"": [""Queen""], ""lang"": [""English"", """"]}}, {""name"": ""law_case_search.find_historical"", ""arguments"": {""subject"": [""fraud""], ""from_year"": [1990], ""to_year"": [2000]}}, {""name"": ""public_library.find_nearby"", ""arguments"": {""location"": [""Boston, MA"", ""Boston,MA"", ""Boston""], ""facilities"": [[""Reading Room"", ""Wi-Fi""], [""Wi-Fi"", ""Reading Room""]]}}]",correct
parallel_multiple_108,parallel_multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""five_factor_model.analyse"", ""arguments"": {""talkative"": true, ""nervous"": false, ""artistic_interests"": true, ""lazy"": false, ""forgiving"": true}}
</tool_call>
<tool_call>
{""name"": ""MBTI.analyse"", ""arguments"": {""thinking_vs_feeling"": ""feeling"", ""introverted_vs_extroverted"": ""extroverted"", ""judging_vs_perceiving"": ""perceiving"", ""sensing_vs_intuition"": ""intuition""}}
</tool_call>",75.52791993400024,617,112,1.482895333247238,13242.98291015625,,2026-04-28T23:35:53.165853,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""five_factor_model.analyse"", ""arguments"": {""talkative"": true, ""nervous"": false, ""artistic_interests"": true, ""lazy"": false, ""forgiving"": true}}, {""name"": ""MBTI.analyse"", ""arguments"": {""thinking_vs_feeling"": ""feeling"", ""introverted_vs_extroverted"": ""extroverted"", ""judging_vs_perceiving"": ""perceiving"", ""sensing_vs_intuition"": ""intuition""}}]","[{""name"": ""five_factor_model.analyse"", ""arguments"": {""talkative"": [true], ""nervous"": [false], ""artistic_interests"": [true], ""lazy"": [false], ""forgiving"": [true]}}, {""name"": ""MBTI.analyse"", ""arguments"": {""thinking_vs_feeling"": [""feeling"", ""F""], ""introverted_vs_extroverted"": [""extroverted"", ""E""], ""judging_vs_perceiving"": [""perceiving"", ""P""], ""sensing_vs_intuition"": [""intuition"", ""N""]}}]",correct
parallel_multiple_196,parallel_multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""recipe_info.get_calories"", ""arguments"": {""website"": ""AllRecipes"", ""recipe"": ""Chicken Alfredo"", ""optional_meal_time"": ""Dinner""}}
</tool_call>
<tool_call>
{""name"": ""get_stock_price"", ""arguments"": {""company_names"": [""Apple"", ""Microsoft"", ""Tesla""]}}
</tool_call>
<tool_call>
{""name"": ""get_team_ranking"", ""arguments"": {""team_name"": ""Brazil"", ""year"": 2018, ""gender"": ""men""}}
</tool_call>",77.48298330899979,546,109,1.4067604955956754,13238.93408203125,,2026-04-28T23:37:08.698019,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""recipe_info.get_calories"", ""arguments"": {""website"": ""AllRecipes"", ""recipe"": ""Chicken Alfredo"", ""optional_meal_time"": ""Dinner""}}, {""name"": ""get_stock_price"", ""arguments"": {""company_names"": [""Apple"", ""Microsoft"", ""Tesla""]}}, {""name"": ""get_team_ranking"", ""arguments"": {""team_name"": ""Brazil"", ""year"": 2018, ""gender"": ""men""}}]","[{""name"": ""recipe_info.get_calories"", ""arguments"": {""website"": [""AllRecipes""], ""recipe"": [""Chicken Alfredo""], ""optional_meal_time"": [""Dinner"", """"]}}, {""name"": ""get_stock_price"", ""arguments"": {""company_names"": [[""Apple"", ""Microsoft"", ""Tesla""]]}}, {""name"": ""get_team_ranking"", ""arguments"": {""team_name"": [""Brazil""], ""year"": [2018], ""gender"": [""men"", """"]}}]",correct
parallel_multiple_64,parallel_multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""ecological_impact.analyze"", ""arguments"": {""species"": ""African Elephant"", ""ecosystem"": ""Grassland"", ""location"": ""Serengeti"", ""timeframe"": 5}}
</tool_call>
<tool_call>
{""name"": ""wildlife_population.assess_growth"", ""arguments"": {""species"": ""African Elephant"", ""location"": ""Serengeti"", ""duration"": 10}}
</tool_call>
<tool_call>
{""name"": ""ecological_impact.analyze"", ""arguments"": {""species"": ""Bengal Tiger"", ""ecosystem"": ""Forest"", ""location"": ""Sundarbans"", ""timeframe"": 3}}
</tool_call>
<tool_call>
{""name"": ""wildlife_population.assess_growth"", ""arguments"": {""species"": ""Bengal Tiger"", ""location"": ""Sundarbans"", ""duration"": 7}}
</tool_call>",126.96616672899927,490,189,1.4885855410867666,13240.24560546875,,2026-04-28T23:38:26.184889,False,"argument_mismatch: Argument mismatch for 'ecosystem': predicted Grassland, gold ['Serengeti', 'Serengeti ecosystem'].","[{""name"": ""ecological_impact.analyze"", ""arguments"": {""species"": ""African Elephant"", ""ecosystem"": ""Grassland"", ""location"": ""Serengeti"", ""timeframe"": 5}}, {""name"": ""wildlife_population.assess_growth"", ""arguments"": {""species"": ""African Elephant"", ""location"": ""Serengeti"", ""duration"": 10}}, {""name"": ""ecological_impact.analyze"", ""arguments"": {""species"": ""Bengal Tiger"", ""ecosystem"": ""Forest"", ""location"": ""Sundarbans"", ""timeframe"": 3}}, {""name"": ""wildlife_population.assess_growth"", ""arguments"": {""species"": ""Bengal Tiger"", ""location"": ""Sundarbans"", ""duration"": 7}}]","[{""name"": ""wildlife_population.assess_growth"", ""arguments"": {""species"": [""African Elephant""], ""location"": [""Serengeti"", ""Serengeti ecosystem""], ""duration"": [10]}}, {""name"": ""ecological_impact.analyze"", ""arguments"": {""species"": [""African Elephant""], ""ecosystem"": [""Serengeti"", ""Serengeti ecosystem""], ""location"": [""Serengeti""], ""timeframe"": [5, """"]}}, {""name"": ""wildlife_population.assess_growth"", ""arguments"": {""species"": [""Bengal Tiger""], ""location"": [""Sundarbans"", ""Sundarbans ecosystem""], ""duration"": [7]}}, {""name"": ""ecological_impact.analyze"", ""arguments"": {""species"": [""Bengal Tiger"", ""Tiger""], ""ecosystem"": [""Sundarbans"", ""Sundarbans ecosystem""], ""location"": [""Sundarbans""], ""timeframe"": [3]}}]",argument_mismatch
parallel_multiple_46,parallel_multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""museum.get_hours"", ""arguments"": {""museum_name"": ""Louvre Museum""}}
</tool_call>
<tool_call>
{""name"": ""museum.get_waiting_time"", ""arguments"": {""museum_name"": ""Louvre Museum"", ""day"": ""Monday""}}
</tool_call>
<tool_call>
{""name"": ""location.get_travel_time"", ""arguments"": {""destination"": ""Louvre Museum""}}
</tool_call>",55.91119119799987,418,83,1.4844970786987846,13230.50732421875,,2026-04-28T23:40:33.154762,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""museum.get_hours"", ""arguments"": {""museum_name"": ""Louvre Museum""}}, {""name"": ""museum.get_waiting_time"", ""arguments"": {""museum_name"": ""Louvre Museum"", ""day"": ""Monday""}}, {""name"": ""location.get_travel_time"", ""arguments"": {""destination"": ""Louvre Museum""}}]","[{""name"": ""museum.get_hours"", ""arguments"": {""museum_name"": [""Louvre Museum"", ""Louvre""]}}, {""name"": ""museum.get_waiting_time"", ""arguments"": {""museum_name"": [""Louvre Museum"", ""Louvre""], ""day"": ["""", ""Monday""]}}, {""name"": ""location.get_travel_time"", ""arguments"": {""destination"": [""Louvre Museum"", ""Louvre""], ""mode"": [""Driving"", """"]}}]",correct
parallel_multiple_1,parallel_multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""area_rectangle.calculate"", ""arguments"": {""length"": 7.0, ""breadth"": 3.0}}
</tool_call>
<tool_call>
{""name"": ""area_circle.calculate"", ""arguments"": {""radius"": 5.0}}
</tool_call>",37.17475336899952,371,55,1.4794987193073128,13226.40380859375,,2026-04-28T23:41:29.070347,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""area_rectangle.calculate"", ""arguments"": {""length"": 7.0, ""breadth"": 3.0}}, {""name"": ""area_circle.calculate"", ""arguments"": {""radius"": 5.0}}]","[{""name"": ""area_rectangle.calculate"", ""arguments"": {""length"": [7.0], ""breadth"": [3.0]}}, {""name"": ""area_circle.calculate"", ""arguments"": {""radius"": [5.0]}}]",correct
parallel_multiple_167,parallel_multiple,T4,Qwen/Qwen2.5-7B-Instruct,transformers,0,"<tool_call>
{""name"": ""get_collectables_in_season"", ""arguments"": {""game_name"": ""Animal Crossing"", ""season"": ""Summer"", ""item_type"": ""fish""}}
</tool_call>
<tool_call>
{""name"": ""game_score.highest"", ""arguments"": {""game"": ""Fortnite"", ""platform"": ""Playstation"", ""region"": ""Asia""}}
</tool_call>
<tool_call>
{""name"": ""lawsuit_details.find"", ""arguments"": {""company_name"": ""Apple Inc."", ""year"": 2018}}
</tool_call>
<tool_call>
{""name"": ""calculate_binomial_probability"", ""arguments"": {""number_of_trials"": 10, ""number_of_successes"": 3, ""probability_of_success"": 0.7}}
</tool_call>",102.87082500499946,779,151,1.4678602994839547,13253.98095703125,,2026-04-28T23:42:06.247929,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_collectables_in_season"", ""arguments"": {""game_name"": ""Animal Crossing"", ""season"": ""Summer"", ""item_type"": ""fish""}}, {""name"": ""game_score.highest"", ""arguments"": {""game"": ""Fortnite"", ""platform"": ""Playstation"", ""region"": ""Asia""}}, {""name"": ""lawsuit_details.find"", ""arguments"": {""company_name"": ""Apple Inc."", ""year"": 2018}}, {""name"": ""calculate_binomial_probability"", ""arguments"": {""number_of_trials"": 10, ""number_of_successes"": 3, ""probability_of_success"": 0.7}}]","[{""name"": ""get_collectables_in_season"", ""arguments"": {""game_name"": [""Animal Crossing""], ""season"": [""Summer""], ""item_type"": [""fish""]}}, {""name"": ""game_score.highest"", ""arguments"": {""game"": [""Fortnite""], ""platform"": [""Playstation"", ""PS""], ""region"": [""Asia""]}}, {""name"": ""lawsuit_details.find"", ""arguments"": {""company_name"": [""Apple Inc.""], ""year"": [2018], ""case_type"": [""""]}}, {""name"": ""calculate_binomial_probability"", ""arguments"": {""number_of_trials"": [10], ""number_of_successes"": [3], ""probability_of_success"": [0.7]}}]",correct
